Review,SENTIMEN
"['sangat', 'membantu', 'semogaa', 'pihak', 'shopee', 'ny', 'bisa', 'lebih', 'teliti', 'dalam', 'produk', 'yang', 'dijual', 'biar', 'ad', 'yang', 'palsu²', 'gitu', 'jadi', 'ngerugiin', 'nama', 'shope', 'hhe']",POSITIF
"['kualitas', 'produk', 'baik', 'pngiriman', 'barang', 'aja', 'lama', 'sama', 'ongkir', 'mahal']",POSITIF
"['dari', 'dulu', 'sudah', 'pakai', 'shoppe', 'emang', 'mantep', 'apalagi', 'pas', 'ada', 'fitur', 'paylater', 'tapi', 'kok', 'sekarang', 'udh', 'kagak', 'ada', 'yah', 'tolong', 'dong', 'pihak', 'shoppe', 'adain', 'lagi', 'fitur', 'paylater', 'karena', 'itu', 'sangat', 'ngebantu', 'sekali', 'buat', 'kami', 'yang', 'mau', 'memulai', 'usaha', 'semoga', 'bisa', 'lebih', 'baik', 'lagi', 'kedepannya']",POSITIF
"['bagus', 'banget', 'aplikasi', 'yang', 'membantu', 'saya', 'jualan', 'tapi', 'belum', 'ngerti', 'ini', 'cara', 'daftar', 'rekening', 'kenapa', 'ga', 'masuk', 'nya', 'sms', 'pemberitahuan', 'kode', 'nya', 'tolong', 'bantuan', 'nya']",POSITIF
"['walaus', 'sudah', 'bagus', 'tapi', 'masih', 'banyak', 'penjual', 'yang', 'melakukan', 'kecurangan', 'jadi', 'bintang', 'aja']",POSITIF
"['bravo', 'shopeeharus', 'lebih', 'profesional', 'memilih', 'prodaks', 'yang', 'murtagus', 'murah', 'tapi', 'bagus']",POSITIF
"['semoga', 'tetap', 'amanah']",POSITIF
"['puas', 'belanja', 'di', 'shopee']",POSITIF
"['produknya', 'komplit', 'dan', 'banyak', 'bonusnya']",POSITIF
"['bagus', 'sangat', 'membantu', 'tapi', 'kenapa', 'adik', 'aku', 'ngga', 'ada', 'minimal', 'belanja', 'untuk', 'gratis', 'ongkir', 'aku', 'ada', 'tapi', 'suka', 'kok', 'app', 'ini']",POSITIF
"['aplikasi', 'ini', 'bagus', 'banget', 'pokok', 'nya', 'ok', 'lh', 'nggak', 'bisa', 'lagi', 'gwe', 'mau', 'ketik', 'apa', 'lagi', 'karena', 'aplikasi', 'yang', 'basgus']",POSITIF
"['membantu', 'sekali', 'untuk', 'kebutuhan', 'barang', 'cuma', 'banyak', 'toko', 'yang', 'slow', 'respon', 'dan', 'bahkan', 'sering', 'tidak', 'dibalas']",POSITIF
"['respown', 'penjual', 'cepat']",POSITIF
"['bagus', 'sekali', 'shopee', 'pelayanannya']",POSITIF
"['responnya', 'cepatbelanja', 'di', 'shopee', 'aman', 'dan', 'mudah']",POSITIF
"['selama', 'ini', 'memuaskan', 'karena', 'selalu', 'ngga', 'kecewa']",POSITIF
"['aplikasi', 'nya', 'bagus', 'cuma', 'saya', 'sedikit', 'kecewa', 'karena', 'saya', 'sudah', 'kali', 'mengajukan', 'pinjaman', 'di', 'shopee', 'leater', 'tapi', 'belum', 'pernah', 'sukses', 'padahal', 'saya', 'sudah', 'lama', 'menggunakan', 'aplikasi', 'shopee', 'belanja', 'pun', 'sering', 'dan', 'saya', 'juga', 'kecewa', 'saya', 'tidak', 'bisa', 'menghapus', 'akun', 'shopee', 'saya']",POSITIF
"['belanja', 'ga', 'perlu', 'ribet', 'keluar', 'rumah']",POSITIF
"['pengiriman', 'cepat', 'barang', 'sesuai', 'pesanan', 'terimakasih', 'shopee']",POSITIF
"['banyak', 'membantu']",POSITIF
"['cukup', 'bagus', 'pertahankan']",POSITIF
"['banyakin', 'gratis', 'ongkir', 'ya', 'cod', 'nya', 'juga', 'jangan', 'kasi', 'minim', 'belanja', 'hehe']",POSITIF
"['saya', 'cukup', 'puas']",POSITIF
"['layanan', 'bagus', 'jangan', 'sampai', 'ada', 'seller', 'yang', 'tipu', 'ya']",POSITIF
"['cukup', 'responsif', 'dengan', 'komplain', 'pembeli']",POSITIF
"['memudahkan', 'berbelanja']",POSITIF
"['sangat', 'puaass', 'belanja', 'di', 'shopee']",POSITIF
"['ada', 'kenaikan', 'bintang', 'dari', 'ulasan', 'saya', 'yang', 'dahulu', 'saya', 'kasih', 'bintang']",POSITIF
"['bagus', 'dan', 'selalu', 'dipertahankan']",POSITIF
"['belanja', 'online', 'terpercaya', 'semoga', 'makin', 'banyak', 'voucher', 'gratis', 'ongkirnya']",POSITIF
"['shopee', 'sekarang', 'lbh', 'sering', 'suruh', 'update', 'terussekarang', 'belanja', 'di', 'shopee', 'kadang', 'suka', 'lemot', 'kalau', 'akut', 'mo', 'ngelacak', 'lokasi', 'barang', 'sudah', 'sampe', 'manakadang', 'masih', 'di', 'kemas', 'padahal', 'barang', 'sudah', 'di', 'kirim', 'sama', 'penjuallemot', 'banget', 'sekarang', 'shopeelama', 'banget', 'tampilin', 'gambarnya', 'jadi', 'mls', 'duluan', 'kalau', 'mo', 'blisekarang', 'shopee', 'gratis', 'ongkirnya', 'lbh', 'banyakulasan', 'lengkap']",POSITIF
"['suka', 'belanja', 'di', 'shopee']",POSITIF
"['layanannya', 'ceppat', 'dan', 'memuaskan']",POSITIF
"['belanja', 'online', 'ku', 'hanya', 'di', 'shopee', 'aja']",POSITIF
"['bagus', 'sih', 'bosku', 'lebih', 'nyaman', 'cuma', 'kurangnya', 'satu', 'ongkirnya', 'kemahalan', 'bosku', 'di', 'bandingin', 'toko', 'sebelahya', 'wlwpun', 'bnyk', 'promonya', 'tapi', 'tidak', 'semua', 'pengguna', 'dapat']",POSITIF
"['gratis', 'ongkirnya', 'tambah', 'lagi', 'yang', 'bukan', 'shope', 'pay', 'biar', 'smangat', 'belanja', 'nya']",POSITIF
"['transaksi', 'nyaman', '&', 'aman']",POSITIF
"['aplikasi', 'keren', 'yang', 'bisa', 'menghasilkan', 'uang', 'dan', 'juga', 'memudahkan', 'dalam', 'berbelanja']",POSITIF
"['bagus', 'aplikasi', 'nya', 'tapi', 'banyak', 'racun', 'bikin', 'dompet', 'nangis']",POSITIF
"['bagus', 'tapi', 'apabila', 'pembeli', 'komplain', 'barang', 'selalu', 'yang', 'dibela', 'penjual']",POSITIF
"['barang', 'sesuai', 'pesanan', 'pokoknya']",POSITIF
"['mantap', 'banyak', 'free', 'ongkirnya']",POSITIF
"['banyakin', 'voucher', 'gratis', 'ongkirnya', 'dong']",POSITIF
"['kalo', 'shopee', 'belanja', 'sepatu', 'ada', 'ukuranya', 'gaxsoalnya', 'saya', 'blum', 'prnh', 'pke', 'shope', 'biasa', 'nya', 'saya', 'pke', 'lazadamudahan', 'ja', 'gampng', 'belanja', 'nyabiar', 'jadi', 'lnggann', 'shope']",POSITIF
"['semoga', 'membantu', 'bagi', 'orang', 'lain']",POSITIF
"['memang', 'oke', 'yang', 'penting', 'belanja', 'sesuai', 'prosedur', 'shopee', 'biar', 'amanah']",POSITIF
"['berbelanja', 'mudahh']",POSITIF
"['banyak', 'promo', 'no', 'kaleng', 'gak', 'seperti', 'sebelah']",POSITIF
"['bagus', 'dan', 'memuaskan']",POSITIF
['mantap'],POSITIF
"['kualitas', 'barang', 'sesuai']",POSITIF
"['pengiriman', 'dapat', 'dipercaya', 'semoga', 'kedepanya', 'lebih', 'maju', 'lagi', 'dan', 'banyak', 'gratis', 'ongkirv']",POSITIF
"['selama', 'ini', 'suka', 'masih', 'yang', 'terbaik']",POSITIF
"['selama', 'ini', 'setelah', 'berbelanja', 'menggunakan', 'shopee', 'belum', 'ada', 'kendala', 'apapun']",POSITIF
"['sudah', 'bisa', 'log', 'in', 'makasih', 'shopeega', 'jadi', 'beli', 'hp', 'baru', 'karena', 'pakai', 'hp', 'lama', 'masih', 'bisatidak', 'merepotkansemoga', 'lebih', 'baik', 'lagi', 'ya']",POSITIF
"['sejauh', 'ini', 'transaksinya', 'ok', 'hanya', 'perlu', 'perbaikan', 'pada', 'aplikasi', 'karena', 'membutuhkan', 'kuota', 'yang', 'besar', 'sehingga', 'di', 'daerah', 'yang', 'sinyalnya', 'kurang', 'bagus', 'agak', 'berat', 'dan', 'lambat', 'sekali']",POSITIF
"['lumayan', 'puas', 'menjadi', 'seller', 'shopee']",POSITIF
"['pokoknya', 'keren', 'ini', 'aplikasi']",POSITIF
"['sangat', 'memuaskan']",POSITIF
"['belanja', 'di', 'shopee', 'bagus', 'sesuai', 'pesanan']",POSITIF
"['bagus', 'memudahkan', 'berbelanja', 'di', 'era', 'online', 'spt', 'skg']",POSITIF
"['alhamdulillah', 'selalu', 'langganan', 'sama', 'shopee']",POSITIF
"['sering', 'banget', 'belanja', 'disini', 'ga', 'mengecewakan', 'apapun', 'yang', 'aku', 'butuh', 'ada', 'di', 'shopee', 'memang', 'ada', 'beberapa', 'toko', 'yang', 'ga', 'jujur', 'atau', 'menjual', 'barang', 'yang', 'tidak', 'sesuai', 'denga', 'foto', 'yang', 'dipajang', 'tapi', 'sejauh', 'ini', 'sih', 'puas', 'aja', 'kok', 'pakai', 'aplikasi', 'ini']",POSITIF
"['sukses', 'terus', 'ya', 'buat', 'aplikasi', 'ini']",POSITIF
"['terbaik', 'aku', 'suka']",POSITIF
"['pembelian', 'lebiih', 'aman', 'dan', 'terpercaya']",POSITIF
"['bagus', 'banget', 'aplikasi', 'nya']",POSITIF
"['sudah', 'bagus', 'kak', 'kalo', 'bisa', 'tambahin', 'fitur', 'topup', 'gopay', 'pliss', 'mau', 'bangett']",POSITIF
"['aplikasi', 'terbaik', 'kalau', 'ongkir', 'nya', 'free', 'tambah', 'sippp']",POSITIF
"['situs', 'belanja', 'online', 'the', 'best']",POSITIF
"['suka', 'bangett']",POSITIF
"['aplikasi', 'ini', 'sangat', 'bagus']",POSITIF
"['pengiriman', 'tidak', 'pernah', 'meleset', 'dan', 'cepat', 'pastinya']",POSITIF
"['selalu', 'belanja', 'di', 'shopee', 'karena', 'banyak', 'gratis', 'ongkirnya']",POSITIF
"['toplah', 'shoppee']",POSITIF
"['saya', 'kasih', 'bintang', 'lima', 'buat', 'aplikasi', 'shopee', 'nya', 'sangat', 'rekomendasi', 'banget', 'deh', 'tidak', 'mengecewakan', 'pelanggannya', 'terimakasih', 'shopee', 'tambahin', 'lagi', 'bonus', 'nya', 'buat', 'saya', 'ya', 'kak', 'tapi', 'saya', 'belanja', 'di', 'shopee', 'belum', 'pernah', 'dapat', 'hadiah', 'hp', 'canggih', 'sih', 'kak']",POSITIF
"['aplikasi', 'ini', 'memang', 'bagus', 'dan', 'menarik']",POSITIF
"['baru', 'pertama', 'kali', 'download', 'langsung', 'dapat', 'barang', 'gratisan']",POSITIF
"['puas', 'banget', 'belanja', 'di', 'shopee']",POSITIF
"['sagat', 'berguna', 'bagi', 'pelanja', 'onlinepengiriman', 'cepat']",POSITIF
"['belanja', 'dishopee', 'mudah', 'cepat', 'sesuai', 'pesanan', 'seneng', 'dehdah', 'langganan']",POSITIF
"['bagus', 'banget', 'ini', 'aplikasi', 'syopi', 'aku', 'suka', 'banget']",POSITIF
"['belanja', 'gampang', 'pilihan', 'banyak', 'harga', 'nyaman', 'kantong']",POSITIF
"['assalamualaikumak', 'suuukkkkaaa', 'baattt', 'aplikasi', 'ini']",POSITIF
"['pakai', 'shopee', 'pasti', 'untungaplikasi', 'dr', 'sabang', 'sampai', 'meraukeyang', 'laincukup']",POSITIF
"['ak', 'suka', 'dengan', 'aplikasi', 'ini', 'bisa', 'belanja', 'makasih', 'ya', 'shopee']",POSITIF
"['toko', 'online', 'shop', 'sangat', 'memuaskan', 'customer', 'nya', 'secara', 'pelayanan', 'dan', 'produk']",POSITIF
"['cinta', 'banget', 'sm', 'shopee']",POSITIF
"['kalau', 'bisa', 'ongkir', 'nya', 'jangan', 'mahalok', 'kakasemoga', 'ada', 'big', 'shale', 'barang', 'ori', 'ya', 'ka', 'jangan', 'kw', 'hehe']",POSITIF
['baguss'],POSITIF
"['barang', 'selalu', 'sesuai', 'pesanan']",POSITIF
"['bagus', 'banget', 'aku', 'puas', 'pengemasan', 'rapi', 'banget', 'makasih', 'ya', 'seller']",POSITIF
"['harga', 'terjangkau', 'pngriman', 'okkualitas', 'djaga', 'ok']",POSITIF
"['aman', 'dan', 'terpercayaaaa']",POSITIF
"['terimakasih', 'atas', 'adanya', 'shopee', 'mau', 'belanja', 'apa', 'aja', 'bisa', 'semuanya', 'ada', 'dishopee', 'tapi', 'kenapa', 'ya', 'voucher', 'cod', 'nya', 'gak', 'bisa', 'di', 'gunakan', 'harus', 'menggunakan', 'shopeepay', 'dulu', 'voucher', 'nya', 'baru', 'bisa', 'digunakan', 'agak', 'bete', 'dehh', 'tolong', 'ditingkatkan', 'lagi', 'ya', 'shopee', 'terimakasih']",POSITIF
"['sangat', 'memuaskan', 'terimakasih', 'makin', 'sukses', 'shopee']",POSITIF
"['mantep', 'dah', 'pkoknya']",POSITIF
"['terima', 'kasi', 'shopeee', 'atas', 'pelayanya']",POSITIF
"['suka', 'hyung', 'aplikasi', 'nya', 'jadi', 'mudah', 'belanja', 'tanpa', 'harus', 'keluar', 'rumah', 'banyak', 'diskon', 'sama', 'voucher', 'gratis', 'ongkir', 'nya', 'jga', 'terus', 'harga', 'nya', 'kbnykan', 'lebih', 'murah', 'besttt', 'lahhh', 'pokok', 'nya', 'aplikasi', 'racunn', 'yang', 'warrrbiasaaa', 'sukaa']",POSITIF
"['memudah', 'kan', 'untuk', 'mencari', 'dan', 'membeli', 'barang', 'ter', 'utama', 'barang', 'yang', 'sudah', 'langka', 'daerah', 'saya']",POSITIF
"['saya', 'puas', 'sekali', 'dengan', 'sopee', 'berbelanja', 'dengan', 'murah', 'tampa', 'kemana']",POSITIF
"['saya', 'sangat', 'suka']",POSITIF
"['saya', 'suka']",POSITIF
"['murah', 'cepat', 'tepat']",POSITIF
"['belanja', 'jadi', 'mudah', 'harga', 'jg', 'murah']",POSITIF
"['pelayanan', 'bagus', 'tapi', 'kadang', 'dr', 'pihak', 'penjual', 'kurang', 'cepat', 'merespon']",POSITIF
"['shope', 'terpercaya', 'banyak', 'promo', 'murahh', 'gratis', 'ongkir', 'is', 'the', 'best']",POSITIF
"['saya', 'sangat', 'senang', 'belaja', 'di', 'shopee']",POSITIF
"['barang', 'di', 'shopee', 'bangus', 'real', 'pic', 'pelayanan', 'sangat', 'ramah', 'shopee', 'is', 'the', 'best']",POSITIF
"['puas', 'belanja', 'di', 'shopee']",POSITIF
"['aplikasi', 'favorit', 'belnja', 'onlen']",POSITIF
"['selalu', 'belanja', 'di', 'shopee']",POSITIF
"['alhamdulillah', 'belanja', 'di', 'shopee', 'mantap']",POSITIF
"['shopee', 'de', 'besss', 'dahh']",POSITIF
"['sangat', 'puas', 'belanja', 'shopee', 'selernya', 'rama', 'dapat', 'chasbek', 'gratis', 'ongkir', 'terimakasih', 'shopee']",POSITIF
"['terimakasih', 'shopee', 'semua', 'di', 'shopee', 'bagaikan', 'secepat', 'kilat', 'dan', 'barang', 'terjangkau', 'bagi', 'kami', 'selaku', 'penghobi', 'barang', 'perkakas', 'kerjakarena', 'kami', 'bagian', 'dari', 'pekerjasenang', 'berkreasi', 'dalam', 'dunia', 'pekerjaan', 'di', 'tunjang', 'alat', 'kerjai', 'love', 'shopee']",POSITIF
"['bagus', 'banagttt', 'tiada', 'kata', 'lain', 'lagi']",POSITIF
"['tambah', 'lagi', 'gratis', 'ongkir', 'nya']",POSITIF
"['shopee', 'sangat', 'membantu', 'sekali', 'semua', 'yang', 'di', 'butuhkan', 'ada', 'di', 'shopee', 'shopee', 'favorit', 'banget']",POSITIF
"['sangat', 'bagus', 'saya', 'suka']",POSITIF
"['good', 'online', 'shop']",POSITIF
"['pelanggan', 'setia', 'udh', 'banyak', 'barang', 'aku', 'trima', 'dan', 'semua', 'nya', 'menyenangkan', 'makasih', 'shopee', 'semoga', 'menjadi', 'aplikasi', 'olshop', 'pertama', 'di', 'indonesia']",POSITIF
"['shopee', 'ok', 'banget']",POSITIF
"['senengsaran', 'lbh', 'banyak', 'kin', 'gratis', 'ongkiruntuk', 'pengguna', 'pedagang', 'onlinekeamanan', 'ditingkatkan', 'lagi']",POSITIF
"['belanja', 'aman', 'dan', 'banyak', 'promo']",POSITIF
"['shopeepay', 'joss']",POSITIF
"['okeh', 'makasih', 'uddah', 'respon', 'buat', 'gratis', 'ongkir', 'cod', 'nya', 'wlwpun', 'kebanyakan', 'bonus', 'cuma', 'buat', 'pengguna', 'shopee', 'pay', 'saran', 'saya', 'biar', 'lebih', 'banyak', 'kalangan', 'yang', 'pakai', 'shopee', 'bonus', 'cashback', 'pun', 'di', 'berikan', 'kepada', 'pembeli', 'dengan', 'mode', 'cod', 'terimakasih']",POSITIF
"['belanja', 'aman', 'dan', 'terpercaya', 'mantul']",POSITIF
"['top', 'markotop']",POSITIF
"['oke', 'sangat', 'mudahdan', 'membantu', 'keinginan', 'apapun', 'bisa', 'terwujut', 'tidak', 'perlu', 'kemana', 'cukup', 'diam', 'dirumah', 'datang', 'sendirishopi', 'menurut', 'saya', 'seperti', 'om', 'jinapa', 'pun', 'ke', 'inginan', 'saya', 'terpenuhi']",POSITIF
"['semogaaa', 'lancar', 'jayaa']",POSITIF
"['emang', 'paling', 'enak', 'shoping', 'online', 'shopee', 'dapat', 'gratis', 'ongkir', 'terus', 'barang', 'selalu', 'sampai', 'dengan', 'aman']",POSITIF
"['belanja', 'apa', 'aja', 'itu', 'mudah', 'kalau', 'belanjanya', 'di', 'shopee']",POSITIF
"['suka', 'bisa', 'berlangganan', 'di', 'shopee', 'tapi', 'saldo', 'shopeepayku', 'di', 'bekukan', 'karena', 'kemarin', 'salah', 'pin', 'tolong', 'dong', 'di', 'aktifkan', 'lagii', 'supaya', 'saya', 'bisa', 'belanja', 'lagii']",POSITIF
"['pengiriman', 'cepat', 'dan', 'memuaskan']",POSITIF
"['super', 'duper', 'mantul', 'mah', 'shopee', 'harga', 'murah', 'banget', 'banyak', 'focher', 'jg', 'aku', 'makin', 'suka', 'belanha', 'di', 'shopee']",POSITIF
"['belanja', 'lebih', 'mudah', 'dtn', 'shopee', 'banyak', 'kupon', 'gratisannya', 'lagimantaplah']",POSITIF
"['trmksih', 'shopee', 'saya', 'sukapengiriman', 'barang', 'selalu', 'cepatbarang', 'tidak', 'mengecewakanpokoknya', 'the', 'best', 'buat', 'shopee']",POSITIF
"['shopee', 'ist', 'the', 'best']",POSITIF
"['aplkasi', 'yang', 'sangat', 'membantu', 'disaat', 'pandemi']",POSITIF
"['sangat', 'membantu', 'sekali', 'buat', 'nyari', 'barang', 'banyak', 'variasi', 'dan', 'bisa', 'banding', 'harga', 'antar', 'toko', 'apalagi', 'sekarang', 'jadi', 'bisa', 'ikut', 'jualan', 'juga', 'suka', 'sekali']",POSITIF
"['mantap', 'shopee']",POSITIF
"['luar', 'biasa', 'barang', 'aman', 'semua']",POSITIF
['mantap'],POSITIF
"['saya', 'sangat', 'puas', 'belanja', 'di', 'shopee', 'alhamdulillah', 'sejauh', 'ini', 'saya', 'selalu', 'mendapatkan', 'yang', 'terbaik']",POSITIF
"['suka', 'banget', 'belanja', 'disini', 'barang', 'yang', 'saya', 'beli', 'hampir', 'rata²', 'realpict']",POSITIF
"['good', 'aplication', 'saya', 'suka']",POSITIF
"['shopee', 'memang', 'luar', 'biasa']",POSITIF
"['keren', 'pokonya', 'deh', 'mantap']",POSITIF
"['aplikasi', 'yang', 'membantu']",POSITIF
"['mantap', 'tak', 'bisa', 'dijelaskan', 'dengan', 'kata-kata', 'pokoknya', 'sukses', 'selalu', 'shopee']",POSITIF
"['selalu', 'suka', 'deh', 'sama', 'shopee', 'belanja', 'aman', 'murah', 'dan', 'terpercaya', 'serta', 'banyak', 'gratis', 'ongkir', 'dan', 'diskon', 'cashback', 'hehehe']",POSITIF
"['shopee', 'good']",POSITIF
['mantap'],POSITIF
"['banyak', 'manfaat', 'yang', 'dapat', 'diperoleh', 'baik', 'sebagai', 'pembeli', 'maupun', 'penjual']",POSITIF
"['good', 'job']",POSITIF
"['shopee', 'emang', 'the', 'best', 'banget', 'semua', 'harga', 'terjangkau']",POSITIF
"['bagus', 'banget', 'terimakasih']",POSITIF
['mantap'],POSITIF
"['tempat', 'belanja', 'yang', 'sangat', 'mudah']",POSITIF
"['saya', 'sangat', 'menyukai', 'shopping', 'sesuai', 'dengan', 'barang', 'dan', 'harga']",POSITIF
"['bagus', 'pokoknya']",POSITIF
"['sangat', 'memuaskan', 'belanja', 'dishopeeyuk', 'gaes', 'ikutan', 'belanja', 'shopee']",POSITIF
"['pokoknya', 'saya', 'puas', 'belanja', 'di', 'shopee', 'sukses', 'terus', 'buat', 'shopee']",POSITIF
"['sangat', 'membantu', 'aplikasi', 'ini']",POSITIF
"['saya', 'sk', 'blnja', 'di', 'shopee', 'ga', 'perlu', 'keluar', 'rmh', 'ttinggal', 'pesen', 'barang', 'dateng']",POSITIF
"['sangat', 'bagus', 'barang²', ""'"", 'mudah', 'didapatkan', 'dan', 'juga', 'murah', 'bnyak', 'diskon', 'bisa', 'belanja', 'sekarang', 'dan', 'bayar', 'akhir', 'bulan', 'top', 'lah', 'number', 'thank', 'shopeepaylater']",POSITIF
"['mempermudah', 'sayaa', 'belanja', 'online']",POSITIF
"['mantap', 'aplikasi', 'ini', 'sangat', 'membantu', 'pembelanjaan', 'saya', 'terimakasih']",POSITIF
"['aplikasinya', 'sangat', 'membantu']",POSITIF
"['shopee', 'adalah', 'yang', 'terbaik']",POSITIF
"['asyik', 'banyak', 'diskon', 'di', 'sini']",POSITIF
"['belanja', 'di', 'shophie', 'puas', 'banget']",POSITIF
"['bagus', 'cepat', 'dan', 'terpercaya']",POSITIF
"['belanja', 'puas', 'dengan', 'shopeebarang', 'cepat', 'datang', 'kualitas', 'barang', 'mantap']",POSITIF
"['shopee', 'suka', 'gajelas', 'kadang', 'eror']",POSITIF
"['saya', 'suka', 'banget', 'belanja', 'di', 'shopee']",POSITIF
"['sekarang', 'lebih', 'suka', 'belanja', 'di', 'shopee', 'karena', 'promo', 'free', 'ongkirnya']",POSITIF
"['saya', 'sangat', 'suka', 'belanja', 'di', 'shopy', 'banyak', 'diskon', 'dan', 'ada', 'shopy', 'pay', 'later', 'bisa', 'di', 'cicil']",POSITIF
"['belanja', 'paling', 'mudah', 'dan', 'terpercaya']",POSITIF
"['saya', 'suka', 'banget', 'belanja', 'di', 'sini']",POSITIF
"['mantap', 'sekali', 'aku', 'suka']",POSITIF
"['keren', 'belanja', 'di', 'sini']",POSITIF
"['belanja', 'jadi', 'lebih', 'mudah', 'dan', 'nggak', 'usah', 'susah', 'susah', 'keluar']",POSITIF
"['shoppy', 'like', 'you', 'aplikasi', 'online', 'nomer', 'satu']",POSITIF
"['no', 'commentgood', 'aplikasi']",POSITIF
"['aplikasinya', 'bagus', 'banget', 'semua', 'bisa', 'di', 'proses']",POSITIF
"['terimakasih', 'shopee']",POSITIF
"['barang', 'bagus']",POSITIF
"['cukup', 'puas', 'berbelanja', 'hanya', 'di', 'shopee', 'banyak', 'promonya', 'yang', 'memuaskan', 'sudah', 'gitu', 'gratis', 'ongkir', 'lagiiterimakasi', 'shopee']",POSITIF
"['pengalaman', 'belanja', 'di', 'shopee', 'sangat', 'memuaskanbarang', 'yang', 'dijual', 'banyak', 'diskon', 'dan', 'promoproduk', 'pasti', 'sesuai', 'dengan', 'pesananpengiriman', 'cepat', 'dan', 'tidak', 'pernah', 'mengecewakan', 'terima', 'kasih']",POSITIF
"['belanja', 'tenang', 'dirumah', 'dengan', 'kemudahan', 'dr', 'shopee']",POSITIF
"['sekarang', 'shopee', 'ku', 'lancar']",POSITIF
"['shopee', 'super', 'mantap']",POSITIF
"['good', 'sekali', 'aplikasi', 'ini', 'saya', 'sekarang', 'jadi', 'jarang', 'keluarkarena', 'ada', 'shopee', 'yang', 'selalu', 'siap', 'mengatar', 'pesanan', 'kita', 'ke', 'rumah']",POSITIF
"['puas', 'sekali', 'sama', 'pelayanannya']",POSITIF
"['wah', 'ternyata', 'pakai', 'shopee', 'top', 'banget']",POSITIF
"['shopee', 'sangat', 'keren', 'aku', 'suka', 'shopee']",POSITIF
"['mantap', 'ni', 'grastis', 'ongkir', 'muluk', 'tidak', 'menyesal', 'dehhh', 'kalau', 'beli', 'beli']",POSITIF
"['pengalaman', 'pemesanan', 'pertama', 'kali', 'berkesan', 'walaupun', 'coba', 'untuk', 'produk', 'rp', 'nya', 'tapi', 'beneran', 'loh', 'dikirim', 'dengan', 'terkemas', 'baik', 'produk', 'rp', 'nya', 'makasih', 'shopee', 'bakal', 'banyak', 'lirik', 'ke', 'sini', 'deh']",POSITIF
"['shopee', 'makin', 'cakep']",POSITIF
"['aku', 'suka', 'shopee']",POSITIF
"['sangat', 'bagus']",POSITIF
"['di', 'masa', 'pandemi', 'ini', 'belanja', 'online', 'adalah', 'solusinya', 'suka', 'masa', 'shopee']",POSITIF
['bagus'],POSITIF
"['mau', 'cari', 'apa', 'aja', 'ada', 'di', 'shopee', 'mempermudah', 'saya', 'untuk', 'belanja', 'semua', 'keperluan', 'rumah', 'termasuk', 'keperluan', 'babanyaku', 'semua', 'keperluan', 'selalu', 'belanja', 'disini', 'semoga', 'kedepannya', 'semakin', 'banyak', 'gratis', 'ongkir', 'dan', 'harga', 'yang', 'lebih', 'murah', 'lagi', 'ya', 'hehehe', 'sukses', 'selalu', 'shopee']",POSITIF
"['pelayanannya', 'ramah', 'dan', 'lumayan', 'cepat']",POSITIF
"['alus', 'pisan', 'topplah']",POSITIF
"['barang', 'sesuai', 'pesanan', 'sesuai', 'foto', 'sering', 'kasih', 'gratisan', 'ongkir', 'suuiiippp']",POSITIF
"['aman', 'belanja', 'shopee', 'kalaupun', 'barang', 'pesanan', 'tidak', 'datang', 'shopee', 'pasti', 'bantuin']",POSITIF
"['shopee', 'the', 'best']",POSITIF
['bermanfaat'],POSITIF
"['sangat', 'membantu', 'dlm', 'berbelanjaa', 'terima', 'kasih']",POSITIF
"['dah', 'dikasi', 'starselama', 'blnj', 'di', 'shopee', 'blm', 'prnh', 'bermasalahshopee', 'shopee', 'shopeesop', 'sapi']",POSITIF
"['please', 'buat', 'shope', 'bikin', 'game', 'yang', 'menghasilkan', 'koin', 'dong', 'note', 'bukan', 'cuma', 'shope', 'tanam', 'karena', 'pas', 'di', 'goyang', 'dapatnya', 'sedikit', 'plis', 'lah', 'bikin', 'game', 'kaya', 'subway', 'surt', 'kek', 'apa', 'gimana', 'yang', 'penting', 'menghasilkan', 'koin', 'hehe', 'saran', 'semoga', 'di', 'baca', 'dan', 'di', 'realisasikan']",POSITIF
"['wah', 'bagus', 'banget', 'ini', 'shopee', 'zaman', 'sekarang', 'saya', 'suka', 'dengan', 'aplikasi', 'ini', 'mohon', 'lebih', 'di', 'tingkatkan', 'lagi', 'mimin', 'agar', 'aplikasi', 'shopee', 'ini', 'makin', 'berkembang']",POSITIF
"['belanja', 'di', 'shopee', 'aman', 'karena', 'penjualnya', 'amanah', 'so', 'never', 'doubt']",POSITIF
"['barang', 'bagus', 'pengiriman', 'cepat']",POSITIF
"['shopee', 'memang', 'mntaapp']",POSITIF
"['mantap', 'mudah', 'cara', 'pakainya']",POSITIF
"['alhamdulillah', 'dengan', 'ada', 'aplikasi', 'shopee', 'sangat', 'membantu', 'kami', 'dalam', 'bertransaksi', 'pembelian', 'apa', 'pun', 'serba', 'adakuliatas', 'barang', 'barang', 'pun', 'sangat', 'baik', 'terimakasih']",POSITIF
"['shopee', 'mantul']",POSITIF
"['puas', 'blnja', 'shopee']",POSITIF
"['puas', 'berbelanja', 'dishopeesesuai', 'ekspetasi']",POSITIF
"['belanja', 'puasaman', 'dan', 'nyaman']",POSITIF
"['enak', 'nyari', 'barang', 'disini', 'lebih', 'murah', 'dari', 'toko', 'sebelah']",POSITIF
